Step,Action,Price,Cash,BTC,BTC_Value,Total
1034,1,58420.41,75417.99,16,934726.56,1010144.55
1035,1,58374.32,75417.99,16,933989.19,1009407.18
1036,1,58437.65,75417.99,16,935002.38,1010420.37
1037,1,58386.33,75417.99,16,934181.25,1009599.24
1038,1,58391.86,75417.99,16,934269.81,1009687.80
1039,1,58391.86,75417.99,16,934269.81,1009687.80
1040,1,58420.00,75417.99,16,934719.94,1010137.93
1041,1,58455.16,75417.99,16,935282.62,1010700.62
1042,1,58425.02,75417.99,16,934800.38,1010218.37
1043,1,58429.10,75417.99,16,934865.62,1010283.62
1044,1,58408.82,75417.99,16,934541.19,1009959.18
1045,1,58334.88,75417.99,16,933358.00,1008775.99
1046,1,58333.50,75417.99,16,933336.06,1008754.05
1047,1,58371.21,75417.99,16,933939.44,1009357.43
1048,1,58418.66,75417.99,16,934698.62,1010116.62
1049,1,58402.52,75417.99,16,934440.25,1009858.24
1050,1,58430.16,75417.99,16,934882.50,1010300.49
1051,1,58445.45,75417.99,16,935127.25,1010545.24
1052,1,58416.30,75417.99,16,934660.88,1010078.87
1053,1,58402.59,75417.99,16,934441.50,1009859.49
1054,1,58400.00,75417.99,16,934400.06,1009818.05
1055,1,58402.16,75417.99,16,934434.56,1009852.55
1056,1,58430.84,75417.99,16,934893.38,1010311.37
1057,1,58432.50,75417.99,16,934919.94,1010337.93
1058,1,58438.61,75417.99,16,935017.69,1010435.68
1059,1,58456.48,75417.99,16,935303.75,1010721.74
1060,1,58460.09,75417.99,16,935361.38,1010779.37
1061,1,58477.34,75417.99,16,935637.38,1011055.37
1062,1,58474.23,75417.99,16,935587.62,1011005.62
1063,1,58501.77,75417.99,16,936028.25,1011446.24
1064,1,58518.55,75417.99,16,936296.75,1011714.74
1065,1,58527.02,75417.99,16,936432.25,1011850.24
1066,1,58518.00,75417.99,16,936288.06,1011706.05
1067,1,58506.74,75417.99,16,936107.81,1011525.80
1068,1,58504.36,75417.99,16,936069.69,1011487.68
1069,1,58497.00,75417.99,16,935951.94,1011369.93
1070,1,58479.41,75417.99,16,935670.62,1011088.62
1071,1,58495.68,75417.99,16,935930.81,1011348.80
1072,1,58471.50,75417.99,16,935544.00,1010961.99
1073,1,58466.71,75417.99,16,935467.44,1010885.43
1074,1,58460.93,75417.99,16,935374.94,1010792.93
1075,1,58474.48,75417.99,16,935591.62,1011009.62
1076,1,58472.14,75417.99,16,935554.19,1010972.18
1077,1,58472.14,75417.99,16,935554.19,1010972.18
1078,1,58472.14,75417.99,16,935554.19,1010972.18
1079,1,58450.62,75417.99,16,935210.00,1010627.99
1080,1,58429.98,75417.99,16,934879.62,1010297.62
1081,1,58429.98,75417.99,16,934879.62,1010297.62
1082,1,58506.20,75417.99,16,936099.25,1011517.24
1083,1,58470.18,75417.99,16,935522.94,1010940.93
1084,1,58447.43,75417.99,16,935158.94,1010576.93
1085,1,58440.70,75417.99,16,935051.12,1010469.12
1086,1,58468.20,75417.99,16,935491.19,1010909.18
1087,1,58496.77,75417.99,16,935948.38,1011366.37
1088,1,58490.36,75417.99,16,935845.69,1011263.68
1089,1,58494.91,75417.99,16,935918.62,1011336.62
1090,1,58478.71,75417.99,16,935659.44,1011077.43
1091,1,58453.43,75417.99,16,935254.81,1010672.80
1092,1,58444.30,75417.99,16,935108.88,1010526.87
1093,1,58429.00,75417.99,16,934864.06,1010282.05
1094,1,58429.00,75417.99,16,934864.06,1010282.05
1095,1,58430.45,75417.99,16,934887.12,1010305.12
1096,1,58430.45,75417.99,16,934887.12,1010305.12
1097,1,58453.41,75417.99,16,935254.62,1010672.62
1098,1,58453.41,75417.99,16,935254.62,1010672.62
1099,1,58430.00,75417.99,16,934880.06,1010298.05
1100,1,58403.73,75417.99,16,934459.62,1009877.62
1101,1,58419.07,75417.99,16,934705.06,1010123.05
1102,1,58412.39,75417.99,16,934598.31,1010016.30
1103,1,58412.39,75417.99,16,934598.19,1010016.18
1104,1,58444.09,75417.99,16,935105.50,1010523.49
1105,1,58450.25,75417.99,16,935204.06,1010622.05
1106,1,58450.25,75417.99,16,935204.06,1010622.05
1107,1,58450.25,75417.99,16,935204.06,1010622.05
1108,1,58444.00,75417.99,16,935104.06,1010522.05
1109,1,58442.84,75417.99,16,935085.50,1010503.49
1110,1,58450.25,75417.99,16,935204.06,1010622.05
1111,1,58450.25,75417.99,16,935204.06,1010622.05
1112,1,58444.30,75417.99,16,935108.75,1010526.74
1113,1,58444.23,75417.99,16,935107.75,1010525.74
1114,1,58423.21,75417.99,16,934771.44,1010189.43
1115,1,58420.00,75417.99,16,934720.06,1010138.05
1116,1,58416.00,75417.99,16,934656.06,1010074.05
1117,1,58412.00,75417.99,16,934592.06,1010010.05
1118,1,58412.00,75417.99,16,934592.06,1010010.05
1119,1,58412.00,75417.99,16,934592.06,1010010.05
1120,1,58366.82,75417.99,16,933869.12,1009287.12
1121,1,58360.00,75417.99,16,933760.06,1009178.05
1122,1,58356.11,75417.99,16,933697.81,1009115.80
1123,1,58315.82,75417.99,16,933053.06,1008471.05
1124,1,58352.77,75417.99,16,933644.25,1009062.24
1125,1,58340.18,75417.99,16,933442.94,1008860.93
1126,1,58332.77,75417.99,16,933324.25,1008742.24
1127,1,58381.88,75417.99,16,934110.00,1009527.99
1128,1,58394.52,75417.99,16,934312.25,1009730.24
1129,1,58375.23,75417.99,16,934003.62,1009421.62
1130,1,58350.02,75417.99,16,933600.25,1009018.24
1131,1,58315.73,75417.99,16,933051.62,1008469.62
1132,1,58307.70,75417.99,16,932923.12,1008341.12
1133,1,58268.38,75417.99,16,932294.00,1007711.99
1134,1,58246.89,75417.99,16,931950.31,1007368.30
1135,1,58277.55,75417.99,16,932440.81,1007858.80
1136,1,58279.59,75417.99,16,932473.50,1007891.49
1137,1,58278.39,75417.99,16,932454.19,1007872.18
1138,1,58314.59,75417.99,16,933033.38,1008451.37
1139,1,58306.50,75417.99,16,932904.06,1008322.05
1140,1,58306.50,75417.99,16,932904.06,1008322.05
1141,1,58270.16,75417.99,16,932322.62,1007740.62
1142,1,58228.45,75417.99,16,931655.12,1007073.12
1143,1,58188.80,75417.99,16,931020.88,1006438.87
1144,1,58209.25,75417.99,16,931347.94,1006765.93
1145,1,58221.07,75417.99,16,931537.19,1006955.18
1146,1,58275.07,75417.99,16,932401.19,1007819.18
1147,1,58273.23,75417.99,16,932371.75,1007789.74
1148,1,58273.23,75417.99,16,932371.75,1007789.74
1149,1,58247.89,75417.99,16,931966.31,1007384.30
1150,1,58191.30,75417.99,16,931060.75,1006478.74
1151,1,58181.52,75417.99,16,930904.25,1006322.24
1152,1,58209.12,75417.99,16,931346.00,1006763.99
1153,1,58211.79,75417.99,16,931388.56,1006806.55
1154,1,58181.52,75417.99,16,930904.25,1006322.24
1155,1,58181.52,75417.99,16,930904.25,1006322.24
1156,-1,58190.41,1937509.94,-16,-931046.62,1006463.31
1157,1,58183.21,75645.76,16,930931.44,1006577.20
1158,1,58158.70,75645.76,16,930539.25,1006185.01
1159,1,58151.00,75645.76,16,930416.06,1006061.82
1160,1,58089.84,75645.76,16,929437.44,1005083.20
1161,1,58126.00,75645.76,16,930016.06,1005661.82
1162,1,58142.68,75645.76,16,930282.81,1005928.57
1163,1,58100.00,75645.76,16,929600.06,1005245.82
1164,1,58080.00,75645.76,16,929280.06,1004925.82
1165,1,58092.66,75645.76,16,929482.62,1005128.39
1166,1,58033.07,75645.76,16,928529.19,1004174.95
1167,1,58073.95,75645.76,16,929183.25,1004829.01
1168,1,58114.23,75645.76,16,929827.75,1005473.51
1169,1,58124.00,75645.76,16,929983.94,1005629.70
1170,1,58164.84,75645.76,16,930637.38,1006283.14
1171,1,58156.57,75645.76,16,930505.19,1006150.95
1172,1,58161.57,75645.76,16,930585.06,1006230.82
1173,-1,58161.16,1936801.46,-16,-930578.50,1006222.96
1174,1,58139.14,76347.53,16,930226.31,1006573.84
1175,1,58187.38,76347.53,16,930998.06,1007345.59
1176,1,58220.95,76347.53,16,931535.25,1007882.78
1177,1,58239.05,76347.53,16,931824.75,1008172.28
1178,1,58248.73,76347.53,16,931979.75,1008327.28
1179,1,58248.73,76347.53,16,931979.75,1008327.28
1180,1,58233.23,76347.53,16,931731.62,1008079.16
1181,1,58228.50,76347.53,16,931656.06,1008003.59
1182,1,58224.00,76347.53,16,931584.06,1007931.59
1183,1,58224.00,76347.53,16,931583.94,1007931.47
1184,1,58222.27,76347.53,16,931556.38,1007903.91
1185,1,58222.27,76347.53,16,931556.38,1007903.91
1186,1,58249.86,76347.53,16,931997.69,1008345.22
1187,1,58251.57,76347.53,16,932025.19,1008372.72
1188,1,58249.86,76347.53,16,931997.69,1008345.22
1189,1,58252.54,76347.53,16,932040.56,1008388.09
1190,1,58262.61,76347.53,16,932201.81,1008549.34
1191,1,58271.54,76347.53,16,932344.56,1008692.09
1192,1,58309.52,76347.53,16,932952.25,1009299.78
1193,1,58322.57,76347.53,16,933161.19,1009508.72
1194,1,58316.62,76347.53,16,933066.00,1009413.53
1195,1,58316.62,76347.53,16,933066.00,1009413.53
1196,1,58316.62,76347.53,16,933066.00,1009413.53
1197,1,58316.62,76347.53,16,933066.00,1009413.53
1198,1,58324.68,76347.53,16,933194.81,1009542.34
1199,1,58294.98,76347.53,16,932719.62,1009067.16
1200,1,58323.82,76347.53,16,933181.19,1009528.72
1201,1,58334.91,76347.53,16,933358.62,1009706.16
1202,1,58309.30,76347.53,16,932948.75,1009296.28
1203,1,58309.30,76347.53,16,932948.75,1009296.28
1204,1,58276.84,76347.53,16,932429.50,1008777.03
1205,1,58312.45,76347.53,16,932999.25,1009346.78
1206,1,58287.66,76347.53,16,932602.50,1008950.03
1207,1,58280.07,76347.53,16,932481.19,1008828.72
1208,1,58266.36,76347.53,16,932261.81,1008609.34
1209,1,58265.00,76347.53,16,932240.06,1008587.59
1210,1,58298.30,76347.53,16,932772.88,1009120.41
1211,1,58311.14,76347.53,16,932978.31,1009325.84
1212,1,58312.25,76347.53,16,932995.94,1009343.47
1213,1,58337.41,76347.53,16,933398.62,1009746.16
1214,1,58339.91,76347.53,16,933438.62,1009786.16
1215,1,58342.57,76347.53,16,933481.19,1009828.72
1216,1,58379.02,76347.53,16,934064.38,1010411.91
1217,1,58381.02,76347.53,16,934096.38,1010443.91
1218,1,58370.68,76347.53,16,933930.94,1010278.47
1219,1,58370.64,76347.53,16,933930.31,1010277.84
1220,1,58366.57,76347.53,16,933865.19,1010212.72
1221,1,58366.57,76347.53,16,933865.19,1010212.72
1222,1,58334.98,76347.53,16,933359.75,1009707.28
1223,1,58346.43,76347.53,16,933542.81,1009890.34
1224,1,58337.93,76347.53,16,933406.94,1009754.47
1225,1,58381.89,76347.53,16,934110.31,1010457.84
1226,1,58400.50,76347.53,16,934408.06,1010755.59
1227,1,58411.11,76347.53,16,934577.69,1010925.22
1228,1,58458.39,76347.53,16,935334.31,1011681.84
1229,1,58460.89,76347.53,16,935374.19,1011721.72
1230,1,58443.57,76347.53,16,935097.19,1011444.72
1231,1,58436.71,76347.53,16,934987.44,1011334.97
1232,1,58441.50,76347.53,16,935064.06,1011411.59
1233,1,58425.07,76347.53,16,934801.19,1011148.72
1234,1,58427.02,76347.53,16,934832.25,1011179.78
1235,1,58448.66,76347.53,16,935178.62,1011526.16
1236,1,58448.62,76347.53,16,935178.00,1011525.53
1237,1,58441.48,76347.53,16,935063.75,1011411.28
1238,1,58441.48,76347.53,16,935063.75,1011411.28
1239,1,58441.48,76347.53,16,935063.75,1011411.28
1240,1,58441.48,76347.53,16,935063.75,1011411.28
1241,1,58425.70,76347.53,16,934811.25,1011158.78
1242,1,58425.70,76347.53,16,934811.25,1011158.78
1243,1,58425.70,76347.53,16,934811.25,1011158.78
1244,1,58448.66,76347.53,16,935178.62,1011526.16
1245,1,58441.50,76347.53,16,935064.06,1011411.59
1246,1,58441.50,76347.53,16,935064.06,1011411.59
1247,1,58441.50,76347.53,16,935064.06,1011411.59
1248,1,58411.07,76347.53,16,934577.19,1010924.72
1249,1,58411.09,76347.53,16,934577.38,1010924.91
1250,1,58408.04,76347.53,16,934528.56,1010876.09
1251,1,58408.04,76347.53,16,934528.56,1010876.09
1252,1,58401.55,76347.53,16,934424.75,1010772.28
1253,1,58400.00,76347.53,16,934400.06,1010747.59
1254,1,58390.70,76347.53,16,934251.25,1010598.78
1255,1,58380.73,76347.53,16,934091.75,1010439.28
1256,1,58366.27,76347.53,16,933860.38,1010207.91
1257,1,58343.27,76347.53,16,933492.25,1009839.78
1258,1,58373.11,76347.53,16,933969.69,1010317.22
1259,1,58322.45,76347.53,16,933159.12,1009506.66
1260,1,58330.96,76347.53,16,933295.44,1009642.97
1261,1,58328.32,76347.53,16,933253.12,1009600.66
1262,1,58313.52,76347.53,16,933016.31,1009363.84
1263,1,58306.68,76347.53,16,932906.94,1009254.47
1264,-1,58306.68,1942160.10,-16,-932906.94,1009253.16
1265,1,58280.00,77198.92,16,932479.94,1009678.86
1266,1,58293.73,77198.92,16,932699.62,1009898.54
1267,1,58347.04,77198.92,16,933552.56,1010751.48
1268,1,58338.54,77198.92,16,933416.56,1010615.48
1269,1,58343.43,77198.92,16,933494.94,1010693.86
1270,1,58345.74,77198.92,16,933531.81,1010730.73
1271,1,58321.27,77198.92,16,933140.25,1010339.17
1272,1,58285.95,77198.92,16,932575.12,1009774.04
1273,1,58286.18,77198.92,16,932578.94,1009777.86
1274,1,58280.00,77198.92,16,932480.06,1009678.98
1275,1,58256.25,77198.92,16,932100.06,1009298.98
1276,1,58253.59,77198.92,16,932057.38,1009256.29
1277,1,58231.00,77198.92,16,931696.06,1008894.98
1278,1,58272.93,77198.92,16,932366.94,1009565.86
1279,1,58284.59,77198.92,16,932553.50,1009752.42
1280,1,58258.86,77198.92,16,932141.69,1009340.61
1281,1,58257.17,77198.92,16,932114.75,1009313.67
1282,1,58284.20,77198.92,16,932547.12,1009746.04
1283,1,58283.55,77198.92,16,932536.88,1009735.79
1284,1,58290.71,77198.92,16,932651.44,1009850.36
1285,1,58303.32,77198.92,16,932853.06,1010051.98
1286,-1,58333.38,1943865.61,-16,-933334.00,1010531.61
1287,1,58319.45,77641.81,16,933111.25,1010753.06
1288,1,58319.45,77641.81,16,933111.25,1010753.06
1289,1,58281.66,77641.81,16,932506.62,1010148.43
1290,1,58306.61,77641.81,16,932905.81,1010547.62
1291,1,58302.07,77641.81,16,932833.19,1010474.99
1292,1,58299.00,77641.81,16,932784.06,1010425.87
1293,1,58293.46,77641.81,16,932695.44,1010337.24
1294,1,58288.73,77641.81,16,932619.75,1010261.56
1295,1,58288.73,77641.81,16,932619.75,1010261.56
1296,1,58288.73,77641.81,16,932619.75,1010261.56
1297,1,58285.16,77641.81,16,932562.62,1010204.43
1298,1,58293.80,77641.81,16,932700.81,1010342.62
1299,1,58303.66,77641.81,16,932858.62,1010500.43
1300,1,58295.55,77641.81,16,932728.75,1010370.56
1301,1,58290.52,77641.81,16,932648.38,1010290.18
1302,1,58290.52,77641.81,16,932648.38,1010290.18
1303,1,58297.70,77641.81,16,932763.12,1010404.93
1304,1,58353.32,77641.81,16,933653.19,1011294.99
1305,1,58349.95,77641.81,16,933599.19,1011240.99
1306,1,58357.36,77641.81,16,933717.69,1011359.49
1307,1,58351.27,77641.81,16,933620.38,1011262.18
1308,0,58335.57,77641.81,16,933369.06,1011010.87
1309,1,58332.50,77641.81,16,933319.94,1010961.74
1310,1,58309.29,77641.81,16,932948.56,1010590.37
1311,1,58291.66,77641.81,16,932666.50,1010308.31
1312,1,58291.66,77641.81,16,932666.50,1010308.31
1313,1,58288.29,77641.81,16,932612.56,1010254.37
1314,1,58291.66,77641.81,16,932666.50,1010308.31
1315,1,58291.66,77641.81,16,932666.50,1010308.31
1316,1,58311.93,77641.81,16,932990.94,1010632.74
1317,1,58334.98,77641.81,16,933359.75,1011001.56
1318,1,58336.30,77641.81,16,933380.88,1011022.68
1319,1,58343.39,77641.81,16,933494.31,1011136.12
1320,1,58358.45,77641.81,16,933735.25,1011377.06
1321,1,58355.77,77641.81,16,933692.25,1011334.06
1322,1,58344.18,77641.81,16,933506.94,1011148.74
1323,1,58315.02,77641.81,16,933040.38,1010682.18
1324,1,58348.68,77641.81,16,933578.94,1011220.74
1325,1,58339.98,77641.81,16,933439.75,1011081.56
1326,-1,58334.50,1944344.37,-16,-933351.94,1010992.44
1327,1,58315.62,78243.07,16,933050.00,1011293.07
1328,1,58300.00,78243.07,16,932800.06,1011043.13
1329,1,58291.66,78243.07,16,932666.50,1010909.57
1330,1,58288.00,78243.07,16,932608.06,1010851.13
1331,-1,58291.66,1943574.76,-16,-932666.50,1010908.26
1332,1,58307.33,77738.96,16,932917.25,1010656.21
1333,1,58305.66,77738.96,16,932890.62,1010629.58
1334,1,58333.14,77738.96,16,933330.31,1011069.27
1335,1,58292.00,77738.96,16,932672.06,1010411.02
1336,1,58275.18,77738.96,16,932402.81,1010141.77
1337,1,58258.43,77738.96,16,932134.81,1009873.77
1338,1,58232.86,77738.96,16,931725.81,1009464.77
1339,1,58224.43,77738.96,16,931590.81,1009329.77
1340,1,58233.48,77738.96,16,931735.75,1009474.71
1341,1,58244.23,77738.96,16,931907.62,1009646.58
1342,1,58236.39,77738.96,16,931782.19,1009521.14
1343,1,58226.83,77738.96,16,931629.25,1009368.21
1344,-1,58230.80,1941123.40,-16,-931692.88,1009430.53
1345,1,58232.95,77667.60,16,931727.25,1009394.85
1346,1,58238.20,77667.60,16,931811.25,1009478.85
1347,1,58241.36,77667.60,16,931861.81,1009529.41
1348,1,58238.39,77667.60,16,931814.31,1009481.91
1349,1,58211.34,77667.60,16,931381.50,1009049.10
1350,1,58218.83,77667.60,16,931501.25,1009168.85
1351,1,58222.18,77667.60,16,931554.94,1009222.53
1352,1,58217.02,77667.60,16,931472.25,1009139.85
1353,1,58185.11,77667.60,16,930961.69,1008629.28
1354,1,58175.18,77667.60,16,930802.94,1008470.53
1355,1,58167.73,77667.60,16,930683.62,1008351.22
1356,1,58174.96,77667.60,16,930799.44,1008467.03
1357,1,58156.05,77667.60,16,930496.88,1008164.47
1358,1,58152.16,77667.60,16,930434.62,1008102.22
1359,1,58181.12,77667.60,16,930898.00,1008565.60
1360,1,58179.57,77667.60,16,930873.06,1008540.66
1361,1,58179.57,77667.60,16,930873.06,1008540.66
1362,1,58179.57,77667.60,16,930873.06,1008540.66
1363,1,58154.34,77667.60,16,930469.38,1008136.97
1364,1,58142.98,77667.60,16,930287.75,1007955.35
1365,1,58165.68,77667.60,16,930650.81,1008318.41
1366,1,58160.61,77667.60,16,930569.69,1008237.28
1367,1,58156.48,77667.60,16,930503.75,1008171.35
1368,1,58154.34,77667.60,16,930469.50,1008137.10
1369,1,58151.14,77667.60,16,930418.19,1008085.78
1370,1,58150.14,77667.60,16,930402.31,1008069.91
1371,1,58152.89,77667.60,16,930446.31,1008113.91
1372,1,58148.00,77667.60,16,930368.06,1008035.66
1373,1,58150.77,77667.60,16,930412.25,1008079.85
1374,1,58153.21,77667.60,16,930451.38,1008118.97
1375,1,58161.48,77667.60,16,930583.62,1008251.22
1376,1,58180.00,77667.60,16,930879.94,1008547.53
1377,1,58198.27,77667.60,16,931172.25,1008839.85
1378,1,58218.62,77667.60,16,931498.00,1009165.60
1379,1,58210.20,77667.60,16,931363.25,1009030.85
1380,1,58210.00,77667.60,16,931360.06,1009027.66
1381,1,58204.00,77667.60,16,931264.06,1008931.66
1382,1,58182.48,77667.60,16,930919.75,1008587.35
1383,1,58182.45,77667.60,16,930919.25,1008586.85
1384,1,58148.00,77667.60,16,930368.06,1008035.66
1385,1,58141.54,77667.60,16,930264.56,1007932.16
1386,1,58166.41,77667.60,16,930662.62,1008330.22
1387,1,58132.91,77667.60,16,930126.50,1007794.10
1388,1,58132.91,77667.60,16,930126.50,1007794.10
1389,1,58131.25,77667.60,16,930099.94,1007767.53
1390,1,58130.00,77667.60,16,930080.06,1007747.66
1391,1,58130.00,77667.60,16,930080.06,1007747.66
1392,1,58120.75,77667.60,16,929931.94,1007599.53
1393,1,58120.00,77667.60,16,929920.06,1007587.66
1394,1,58114.84,77667.60,16,929837.50,1007505.10
1395,1,58101.30,77667.60,16,929620.75,1007288.35
1396,1,58094.80,77667.60,16,929516.75,1007184.35
1397,1,58094.80,77667.60,16,929516.75,1007184.35
1398,-1,58120.75,1937530.17,-16,-929931.94,1007598.23
1399,1,58109.77,78016.37,16,929756.25,1007772.62
1400,1,58118.96,78016.37,16,929903.44,1007919.81
1401,1,58126.93,78016.37,16,930030.94,1008047.31
1402,1,58106.30,78016.37,16,929700.75,1007717.12
1403,1,58060.61,78016.37,16,928969.69,1006986.06
1404,1,58057.95,78016.37,16,928927.25,1006943.62
1405,1,58057.95,78016.37,16,928927.25,1006943.62
1406,1,58053.93,78016.37,16,928862.94,1006879.31
1407,1,58049.98,78016.37,16,928799.75,1006816.12
1408,1,58041.00,78016.37,16,928655.94,1006672.31
1409,1,58037.66,78016.37,16,928602.62,1006618.99
1410,1,58049.98,78016.37,16,928799.75,1006816.12
1411,1,58074.98,78016.37,16,929199.75,1007216.12
1412,1,58082.20,78016.37,16,929315.25,1007331.62
1413,1,58107.68,78016.37,16,929722.94,1007739.31
1414,1,58116.59,78016.37,16,929865.50,1007881.87
1415,1,58123.45,78016.37,16,929975.12,1007991.49
1416,1,58110.93,78016.37,16,929774.94,1007791.31
1417,1,58110.93,78016.37,16,929774.94,1007791.31
1418,-1,58110.93,1937564.94,-16,-929774.94,1007790.00
1419,1,58110.93,78013.77,16,929774.94,1007788.70
1420,-1,58141.57,1938542.84,-16,-930265.19,1008277.65
1421,1,58141.57,78011.16,16,930265.19,1008276.35
1422,1,58143.32,78011.16,16,930293.19,1008304.35
1423,1,58149.70,78011.16,16,930395.12,1008406.29
1424,1,58171.68,78011.16,16,930746.94,1008758.10
1425,-1,58171.68,1939503.73,-16,-930746.94,1008756.79
1426,1,58171.68,78008.55,16,930746.94,1008755.49
1427,1,58171.68,78008.55,16,930746.94,1008755.49
1428,1,58171.68,78008.55,16,930746.94,1008755.49
1429,1,58174.18,78008.55,16,930786.81,1008795.37
1430,1,58171.70,78008.55,16,930747.12,1008755.68
1431,1,58171.70,78008.55,16,930747.25,1008755.80
1432,1,58171.70,78008.55,16,930747.25,1008755.80
1433,1,58171.70,78008.55,16,930747.25,1008755.80
1434,1,58152.68,78008.55,16,930442.81,1008451.37
1435,1,58171.56,78008.55,16,930744.94,1008753.49
1436,1,58170.84,78008.55,16,930733.38,1008741.93
1437,1,58175.59,78008.55,16,930809.38,1008817.93
1438,1,58166.02,78008.55,16,930656.25,1008664.80
1439,1,58166.02,78008.55,16,930656.25,1008664.80
1440,1,58180.09,78008.55,16,930881.38,1008889.93
1441,1,58198.27,78008.55,16,931172.25,1009180.80
1442,1,58202.66,78008.55,16,931242.62,1009251.18
1443,1,58208.82,78008.55,16,931341.19,1009349.74
1444,1,58208.82,78008.55,16,931341.19,1009349.74
1445,1,58234.91,78008.55,16,931758.50,1009767.05
1446,1,58242.80,78008.55,16,931884.75,1009893.30
1447,1,58242.80,78008.55,16,931884.75,1009893.30
1448,1,58242.80,78008.55,16,931884.75,1009893.30
1449,1,58207.50,78008.55,16,931320.06,1009328.62
1450,1,58202.02,78008.55,16,931232.38,1009240.93
1451,1,58204.84,78008.55,16,931277.50,1009286.05
1452,1,58210.45,78008.55,16,931367.12,1009375.68
1453,1,58210.25,78008.55,16,931363.94,1009372.49
1454,1,58210.45,78008.55,16,931367.12,1009375.68
1455,1,58210.45,78008.55,16,931367.12,1009375.68
1456,1,58239.77,78008.55,16,931836.38,1009844.93
1457,1,58242.80,78008.55,16,931884.75,1009893.30
1458,1,58242.80,78008.55,16,931884.75,1009893.30
1459,1,58242.80,78008.55,16,931884.75,1009893.30
1460,1,58242.80,78008.55,16,931884.75,1009893.30
1461,-1,58242.80,1941776.75,-16,-931884.75,1009892.00
1462,1,58242.80,78005.95,16,931884.75,1009890.70
1463,-1,58242.80,1941774.14,-16,-931884.75,1009889.39
1464,1,58242.80,78003.34,16,931884.75,1009888.09
1465,1,58242.80,78003.34,16,931884.75,1009888.09
1466,1,58201.89,78003.34,16,931230.19,1009233.52
1467,1,58201.89,78003.34,16,931230.19,1009233.52
1468,1,58201.89,78003.34,16,931230.19,1009233.52
1469,1,58196.84,78003.34,16,931149.38,1009152.71
1470,1,58196.84,78003.34,16,931149.38,1009152.71
1471,1,58196.84,78003.34,16,931149.38,1009152.71
1472,1,58202.00,78003.34,16,931231.94,1009235.27
1473,1,58200.43,78003.34,16,931206.94,1009210.27
1474,1,58200.43,78003.34,16,931206.94,1009210.27
1475,1,58200.43,78003.34,16,931206.94,1009210.27
1476,1,58200.43,78003.34,16,931206.94,1009210.27
1477,1,58200.43,78003.34,16,931206.94,1009210.27
1478,1,58202.00,78003.34,16,931231.94,1009235.27
1479,1,58206.29,78003.34,16,931300.56,1009303.90
1480,1,58204.82,78003.34,16,931277.19,1009280.52
1481,1,58202.39,78003.34,16,931238.25,1009241.59
1482,1,58177.45,78003.34,16,930839.25,1008842.59
1483,1,58166.02,78003.34,16,930656.38,1008659.71
1484,1,58156.30,78003.34,16,930500.75,1008504.09
1485,1,58138.16,78003.34,16,930210.50,1008213.84
1486,1,58165.98,78003.34,16,930655.75,1008659.09
1487,1,58159.07,78003.34,16,930545.06,1008548.40
1488,1,58159.07,78003.34,16,930545.06,1008548.40
1489,1,58156.62,78003.34,16,930506.00,1008509.34
1490,1,58159.00,78003.34,16,930544.06,1008547.40
1491,1,58158.98,78003.34,16,930543.62,1008546.96
1492,1,58165.98,78003.34,16,930655.75,1008659.09
1493,1,58200.00,78003.34,16,931199.94,1009203.27
1494,1,58206.29,78003.34,16,931300.56,1009303.90
1495,1,58206.29,78003.34,16,931300.56,1009303.90
1496,1,58243.00,78003.34,16,931887.94,1009891.27
1497,1,58254.93,78003.34,16,932078.94,1010082.27
1498,1,58259.57,78003.34,16,932153.06,1010156.40
1499,1,58259.57,78003.34,16,932153.06,1010156.40
1500,1,58237.29,78003.34,16,931796.56,1009799.90
1501,1,58195.02,78003.34,16,931120.25,1009123.59
1502,1,58185.98,78003.34,16,930975.75,1008979.09
1503,1,58132.11,78003.34,16,930113.81,1008117.15
1504,1,58111.30,78003.34,16,929780.88,1007784.21
1505,1,58161.95,78003.34,16,930591.25,1008594.59
1506,1,58161.95,78003.34,16,930591.25,1008594.59
1507,1,58153.46,78003.34,16,930455.44,1008458.77
1508,1,58155.64,78003.34,16,930490.31,1008493.65
1509,1,58116.89,78003.34,16,929870.19,1007873.52
1510,1,58109.43,78003.34,16,929750.81,1007754.15
1511,1,58100.00,78003.34,16,929600.06,1007603.40
1512,1,58127.98,78003.34,16,930047.62,1008050.96
1513,1,58134.55,78003.34,16,930152.88,1008156.21
1514,1,58150.91,78003.34,16,930414.50,1008417.84
1515,1,58155.64,78003.34,16,930490.19,1008493.52
1516,1,58160.00,78003.34,16,930559.94,1008563.27
1517,1,58135.70,78003.34,16,930171.25,1008174.59
1518,1,58135.68,78003.34,16,930170.81,1008174.15
1519,1,58107.70,78003.34,16,929723.25,1007726.59
1520,1,58100.00,78003.34,16,929600.06,1007603.40
1521,1,58097.50,78003.34,16,929559.94,1007563.27
1522,1,58090.52,78003.34,16,929448.25,1007451.59
1523,1,58090.52,78003.34,16,929448.25,1007451.59
1524,1,58090.52,78003.34,16,929448.25,1007451.59
1525,1,58079.91,78003.34,16,929278.50,1007281.84
1526,1,58071.57,78003.34,16,929145.19,1007148.52
1527,1,58067.00,78003.34,16,929072.06,1007075.40
1528,1,58097.50,78003.34,16,929559.94,1007563.27
1529,1,58107.57,78003.34,16,929721.19,1007724.52
1530,1,58066.71,78003.34,16,929067.44,1007070.77
