Step,Action,Price,Cash,BTC,BTC_Value,Total
2021,1,58417.68,77986.21,16,934682.81,1012669.02
2022,1,58424.98,77986.21,16,934799.75,1012785.96
2023,1,58423.41,77986.21,16,934774.62,1012760.83
2024,1,58423.41,77986.21,16,934774.62,1012760.83
2025,1,58423.41,77986.21,16,934774.62,1012760.83
2026,1,58423.41,77986.21,16,934774.62,1012760.83
2027,1,58386.20,77986.21,16,934179.12,1012165.33
2028,1,58388.12,77986.21,16,934209.94,1012196.15
2029,1,58412.98,77986.21,16,934607.62,1012593.83
2030,1,58412.98,77986.21,16,934607.62,1012593.83
2031,1,58412.98,77986.21,16,934607.62,1012593.83
2032,1,58418.41,77986.21,16,934694.62,1012680.83
2033,1,58415.82,77986.21,16,934653.19,1012639.40
2034,1,58397.02,77986.21,16,934352.25,1012338.46
2035,1,58394.18,77986.21,16,934306.94,1012293.15
2036,1,58375.00,77986.21,16,934000.06,1011986.27
2037,1,58406.29,77986.21,16,934500.56,1012486.77
2038,1,58405.18,77986.21,16,934482.81,1012469.02
2039,1,58394.48,77986.21,16,934311.75,1012297.96
2040,1,58394.48,77986.21,16,934311.62,1012297.83
2041,1,58375.00,77986.21,16,934000.06,1011986.27
2042,1,58380.00,77986.21,16,934080.06,1012066.27
2043,1,58380.00,77986.21,16,934080.06,1012066.27
2044,1,58356.45,77986.21,16,933703.12,1011689.33
2045,1,58365.61,77986.21,16,933849.69,1011835.90
2046,1,58365.61,77986.21,16,933849.69,1011835.90
2047,1,58397.86,77986.21,16,934365.69,1012351.90
2048,1,58397.86,77986.21,16,934365.69,1012351.90
2049,1,58397.86,77986.21,16,934365.69,1012351.90
2050,1,58369.44,77986.21,16,933911.06,1011897.27
2051,1,58371.66,77986.21,16,933946.56,1011932.77
2052,1,58371.73,77986.21,16,933947.75,1011933.96
2053,1,58336.05,77986.21,16,933376.81,1011363.02
2054,1,58341.05,77986.21,16,933456.75,1011442.96
2055,1,58341.05,77986.21,16,933456.75,1011442.96
2056,1,58346.20,77986.21,16,933539.12,1011525.33
2057,1,58347.00,77986.21,16,933552.06,1011538.27
2058,1,58358.07,77986.21,16,933729.06,1011715.27
2059,1,58359.59,77986.21,16,933753.50,1011739.71
2060,1,58362.95,77986.21,16,933807.25,1011793.46
2061,1,58364.05,77986.21,16,933824.88,1011811.08
2062,1,58392.86,77986.21,16,934285.69,1012271.90
2063,1,58391.59,77986.21,16,934265.38,1012251.58
2064,1,58391.59,77986.21,16,934265.38,1012251.58
2065,1,58390.00,77986.21,16,934240.06,1012226.27
2066,1,58390.09,77986.21,16,934241.50,1012227.71
2067,1,58355.57,77986.21,16,933689.06,1011675.27
2068,1,58355.00,77986.21,16,933679.94,1011666.15
2069,1,58334.11,77986.21,16,933345.69,1011331.90
2070,1,58331.82,77986.21,16,933309.19,1011295.40
2071,1,58342.55,77986.21,16,933480.75,1011466.96
2072,1,58347.57,77986.21,16,933561.06,1011547.27
2073,1,58386.41,77986.21,16,934182.62,1012168.83
2074,1,58404.91,77986.21,16,934478.62,1012464.83
2075,1,58398.04,77986.21,16,934368.56,1012354.77
2076,1,58383.86,77986.21,16,934141.69,1012127.90
2077,1,58380.07,77986.21,16,934081.06,1012067.27
2078,1,58379.69,77986.21,16,934075.06,1012061.27
2079,1,58378.64,77986.21,16,934058.31,1012044.52
2080,1,58365.54,77986.21,16,933848.56,1011834.77
2081,1,58358.29,77986.21,16,933732.56,1011718.77
2082,1,58355.00,77986.21,16,933680.06,1011666.27
2083,1,58345.43,77986.21,16,933526.81,1011513.02
2084,1,58366.84,77986.21,16,933869.50,1011855.71
2085,1,58380.41,77986.21,16,934086.62,1012072.83
2086,1,58380.41,77986.21,16,934086.50,1012072.71
2087,1,58397.52,77986.21,16,934360.38,1012346.58
2088,1,58374.64,77986.21,16,933994.19,1011980.40
2089,1,58371.89,77986.21,16,933950.19,1011936.40
2090,1,58345.32,77986.21,16,933525.19,1011511.40
2091,1,58345.32,77986.21,16,933525.06,1011511.27
2092,1,58335.52,77986.21,16,933368.38,1011354.58
2093,1,58343.84,77986.21,16,933501.50,1011487.71
2094,1,58358.86,77986.21,16,933741.69,1011727.90
2095,1,58366.32,77986.21,16,933861.06,1011847.27
2096,1,58366.62,77986.21,16,933866.00,1011852.21
2097,1,58368.11,77986.21,16,933889.81,1011876.02
2098,1,58382.18,77986.21,16,934114.81,1012101.02
2099,1,58360.95,77986.21,16,933775.25,1011761.46
2100,1,58345.18,77986.21,16,933522.81,1011509.02
2101,1,58348.27,77986.21,16,933572.25,1011558.46
2102,1,58346.62,77986.21,16,933546.00,1011532.21
2103,1,58361.52,77986.21,16,933784.25,1011770.46
2104,1,58361.52,77986.21,16,933784.25,1011770.46
2105,1,58349.84,77986.21,16,933597.38,1011583.58
2106,1,58342.14,77986.21,16,933474.31,1011460.52
2107,1,58342.14,77986.21,16,933474.19,1011460.40
2108,1,58324.29,77986.21,16,933188.56,1011174.77
2109,1,58318.68,77986.21,16,933098.81,1011085.02
2110,1,58318.68,77986.21,16,933098.81,1011085.02
2111,1,58317.05,77986.21,16,933072.75,1011058.96
2112,1,58324.27,77986.21,16,933188.38,1011174.58
2113,1,58338.36,77986.21,16,933413.81,1011400.02
2114,1,58341.98,77986.21,16,933471.75,1011457.96
2115,1,58342.98,77986.21,16,933487.75,1011473.96
2116,1,58361.70,77986.21,16,933787.12,1011773.33
2117,1,58370.93,77986.21,16,933934.81,1011921.02
2118,1,58382.27,77986.21,16,934116.25,1012102.46
2119,1,58382.27,77986.21,16,934116.25,1012102.46
2120,1,58382.27,77986.21,16,934116.25,1012102.46
2121,1,58354.70,77986.21,16,933675.12,1011661.33
2122,1,58343.00,77986.21,16,933487.94,1011474.15
2123,1,58348.09,77986.21,16,933569.38,1011555.58
2124,1,58349.84,77986.21,16,933597.50,1011583.71
2125,1,58349.84,77986.21,16,933597.50,1011583.71
2126,1,58350.00,77986.21,16,933599.94,1011586.15
2127,1,58350.23,77986.21,16,933603.62,1011589.83
2128,1,58350.00,77986.21,16,933599.94,1011586.15
2129,1,58349.98,77986.21,16,933599.75,1011585.96
2130,1,58350.00,77986.21,16,933599.94,1011586.15
2131,1,58373.32,77986.21,16,933973.06,1011959.27
2132,-1,58379.64,1946133.27,-16,-934074.19,1012059.09
2133,1,58368.77,78331.22,16,933900.38,1012231.59
2134,1,58365.61,78331.22,16,933849.75,1012180.97
2135,1,58368.77,78331.22,16,933900.38,1012231.59
2136,1,58367.16,78331.22,16,933874.62,1012205.84
2137,1,58367.18,78331.22,16,933874.81,1012206.03
2138,1,58364.31,78331.22,16,933828.94,1012160.15
2139,1,58375.30,78331.22,16,934004.75,1012335.97
2140,1,58379.20,78331.22,16,934067.12,1012398.34
2141,1,58382.27,78331.22,16,934116.25,1012447.47
2142,1,58371.25,78331.22,16,933939.94,1012271.15
2143,1,58374.25,78331.22,16,933988.06,1012319.28
2144,1,58368.20,78331.22,16,933891.12,1012222.34
2145,1,58352.93,78331.22,16,933646.94,1011978.15
2146,1,58338.36,78331.22,16,933413.81,1011745.03
2147,1,58329.86,78331.22,16,933277.81,1011609.03
2148,1,58307.43,78331.22,16,932918.81,1011250.03
2149,1,58287.05,78331.22,16,932592.88,1010924.09
2150,1,58268.29,78331.22,16,932292.56,1010623.78
2151,1,58264.07,78331.22,16,932225.19,1010556.40
2152,1,58247.23,78331.22,16,931955.75,1010286.97
2153,1,58247.25,78331.22,16,931955.94,1010287.15
2154,1,58271.32,78331.22,16,932341.06,1010672.28
2155,1,58274.00,78331.22,16,932384.06,1010715.28
2156,1,58274.00,78331.22,16,932384.06,1010715.28
2157,1,58302.80,78331.22,16,932844.75,1011175.97
2158,1,58310.66,78331.22,16,932970.50,1011301.72
2159,1,58319.98,78331.22,16,933119.75,1011450.97
2160,1,58318.07,78331.22,16,933089.19,1011420.40
2161,1,58322.32,78331.22,16,933157.06,1011488.28
2162,1,58322.32,78331.22,16,933157.06,1011488.28
2163,1,58322.86,78331.22,16,933165.81,1011497.03
2164,1,58322.86,78331.22,16,933165.81,1011497.03
2165,1,58332.64,78331.22,16,933322.19,1011653.40
2166,1,58363.95,78331.22,16,933823.25,1012154.47
2167,1,58363.48,78331.22,16,933815.75,1012146.97
2168,1,58364.41,78331.22,16,933830.50,1012161.72
2169,1,58353.38,78331.22,16,933654.00,1011985.22
2170,1,58362.98,78331.22,16,933807.62,1012138.84
2171,1,58351.82,78331.22,16,933629.06,1011960.28
2172,1,58363.30,78331.22,16,933812.88,1012144.09
2173,1,58374.82,78331.22,16,933997.06,1012328.28
2174,1,58385.02,78331.22,16,934160.38,1012491.59
2175,1,58398.48,78331.22,16,934375.75,1012706.97
2176,1,58399.84,78331.22,16,934397.38,1012728.59
2177,1,58401.38,78331.22,16,934422.00,1012753.22
2178,1,58404.95,78331.22,16,934479.25,1012810.47
2179,1,58412.21,78331.22,16,934595.44,1012926.65
2180,1,58429.52,78331.22,16,934872.25,1013203.47
2181,1,58440.93,78331.22,16,935054.94,1013386.15
2182,1,58448.39,78331.22,16,935174.25,1013505.47
2183,1,58450.00,78331.22,16,935199.94,1013531.15
2184,1,58443.25,78331.22,16,935092.06,1013423.28
2185,1,58444.36,78331.22,16,935109.81,1013441.03
2186,1,58428.66,78331.22,16,934858.62,1013189.84
2187,1,58460.41,78331.22,16,935366.50,1013697.72
2188,1,58470.00,78331.22,16,935519.94,1013851.15
2189,1,58470.00,78331.22,16,935519.94,1013851.15
2190,1,58463.46,78331.22,16,935415.44,1013746.65
2191,1,58461.39,78331.22,16,935382.31,1013713.53
2192,1,58459.29,78331.22,16,935348.56,1013679.78
2193,1,58456.57,78331.22,16,935305.06,1013636.28
2194,1,58456.57,78331.22,16,935305.06,1013636.28
2195,1,58436.66,78331.22,16,934986.50,1013317.72
2196,1,58452.27,78331.22,16,935236.25,1013567.47
2197,1,58446.12,78331.22,16,935138.00,1013469.22
2198,1,58428.04,78331.22,16,934848.56,1013179.78
2199,1,58412.34,78331.22,16,934597.44,1012928.65
2200,1,58425.70,78331.22,16,934811.25,1013142.47
2201,1,58419.32,78331.22,16,934709.06,1013040.28
2202,1,58428.00,78331.22,16,934848.06,1013179.28
2203,1,58423.79,78331.22,16,934780.56,1013111.78
2204,1,58410.88,78331.22,16,934574.00,1012905.22
2205,1,58403.59,78331.22,16,934457.50,1012788.72
2206,1,58399.59,78331.22,16,934393.38,1012724.59
2207,1,58399.00,78331.22,16,934384.06,1012715.28
2208,1,58399.00,78331.22,16,934384.06,1012715.28
2209,1,58378.23,78331.22,16,934051.75,1012382.97
2210,1,58359.70,78331.22,16,933755.12,1012086.34
2211,1,58341.09,78331.22,16,933457.38,1011788.59
2212,1,58340.36,78331.22,16,933445.69,1011776.90
2213,-1,58337.48,1945129.16,-16,-933399.62,1011729.54
2214,1,58340.27,78239.35,16,933444.25,1011683.60
2215,1,58335.18,78239.35,16,933362.81,1011602.17
2216,1,58335.18,78239.35,16,933362.81,1011602.17
2217,1,58330.18,78239.35,16,933282.81,1011522.17
2218,1,58318.02,78239.35,16,933088.25,1011327.60
2219,1,58319.25,78239.35,16,933108.06,1011347.42
2220,1,58319.25,78239.35,16,933108.06,1011347.42
2221,1,58318.36,78239.35,16,933093.75,1011333.10
2222,1,58340.00,78239.35,16,933440.06,1011679.42
2223,1,58314.12,78239.35,16,933026.00,1011265.35
2224,1,58316.84,78239.35,16,933069.38,1011308.73
2225,1,58326.41,78239.35,16,933222.56,1011461.92
2226,1,58340.11,78239.35,16,933441.69,1011681.04
2227,1,58336.30,78239.35,16,933380.81,1011620.17
2228,1,58339.89,78239.35,16,933438.19,1011677.54
2229,1,58374.45,78239.35,16,933991.12,1012230.48
2230,1,58363.29,78239.35,16,933812.56,1012051.92
2231,1,58358.61,78239.35,16,933737.81,1011977.17
2232,1,58340.64,78239.35,16,933450.31,1011689.67
2233,1,58336.93,78239.35,16,933390.81,1011630.17
2234,1,58309.52,78239.35,16,932952.25,1011191.60
2235,-1,58309.52,1944142.55,-16,-932952.25,1011190.30
2236,1,58311.04,78188.12,16,932976.56,1011164.68
2237,1,58311.04,78188.12,16,932976.56,1011164.68
2238,1,58277.21,78188.12,16,932435.44,1010623.55
2239,1,58281.30,78188.12,16,932500.88,1010688.99
2240,1,58280.52,78188.12,16,932488.25,1010676.37
2241,1,58272.93,78188.12,16,932366.81,1010554.93
2242,1,58272.93,78188.12,16,932366.81,1010554.93
2243,1,58262.43,78188.12,16,932198.94,1010387.05
2244,1,58262.43,78188.12,16,932198.94,1010387.05
2245,1,58262.43,78188.12,16,932198.94,1010387.05
2246,1,58276.96,78188.12,16,932431.44,1010619.55
2247,1,58232.79,78188.12,16,931724.56,1009912.68
2248,1,58208.73,78188.12,16,931339.75,1009527.87
2249,1,58189.36,78188.12,16,931029.81,1009217.93
2250,1,58191.66,78188.12,16,931066.50,1009254.62
2251,1,58196.91,78188.12,16,931150.62,1009338.74
2252,1,58248.80,78188.12,16,931980.88,1010168.99
2253,1,58257.27,78188.12,16,932116.25,1010304.37
2254,1,58257.27,78188.12,16,932116.25,1010304.37
2255,1,58257.27,78188.12,16,932116.25,1010304.37
2256,1,58257.27,78188.12,16,932116.25,1010304.37
2257,1,58257.27,78188.12,16,932116.25,1010304.37
2258,1,58257.27,78188.12,16,932116.25,1010304.37
2259,1,58268.27,78188.12,16,932292.38,1010480.49
2260,1,58276.95,78188.12,16,932431.25,1010619.37
2261,1,58276.95,78188.12,16,932431.25,1010619.37
2262,1,58304.25,78188.12,16,932867.94,1011056.05
2263,1,58305.02,78188.12,16,932880.25,1011068.37
2264,1,58305.00,78188.12,16,932880.06,1011068.18
2265,1,58305.66,78188.12,16,932890.62,1011078.74
2266,1,58290.48,78188.12,16,932647.62,1010835.74
2267,1,58290.48,78188.12,16,932647.62,1010835.74
2268,1,58290.48,78188.12,16,932647.62,1010835.74
2269,1,58290.48,78188.12,16,932647.62,1010835.74
2270,1,58295.79,78188.12,16,932732.56,1010920.68
2271,1,58286.43,78188.12,16,932582.94,1010771.05
2272,1,58287.02,78188.12,16,932592.25,1010780.37
2273,1,58300.34,78188.12,16,932805.38,1010993.49
2274,1,58295.79,78188.12,16,932732.56,1010920.68
2275,1,58294.45,78188.12,16,932711.12,1010899.24
2276,1,58290.80,78188.12,16,932652.88,1010840.99
2277,1,58290.80,78188.12,16,932652.75,1010840.87
2278,1,58294.43,78188.12,16,932710.94,1010899.05
2279,1,58294.43,78188.12,16,932710.94,1010899.05
2280,1,58294.43,78188.12,16,932710.94,1010899.05
2281,1,58294.43,78188.12,16,932710.94,1010899.05
2282,1,58269.07,78188.12,16,932305.06,1010493.18
2283,1,58246.54,78188.12,16,931944.62,1010132.74
2284,1,58250.80,78188.12,16,932012.81,1010200.93
2285,-1,58247.26,1942099.19,-16,-931956.19,1010143.00
2286,1,58271.36,77414.51,16,932341.69,1009756.19
2287,1,58281.86,77414.51,16,932509.69,1009924.19
2288,1,58289.98,77414.51,16,932639.75,1010054.26
2289,1,58286.04,77414.51,16,932576.56,1009991.07
2290,1,58286.04,77414.51,16,932576.56,1009991.07
2291,1,58286.04,77414.51,16,932576.56,1009991.07
2292,1,58289.00,77414.51,16,932623.94,1010038.44
2293,1,58289.00,77414.51,16,932623.94,1010038.44
2294,1,58289.00,77414.51,16,932623.94,1010038.44
2295,1,58289.00,77414.51,16,932623.94,1010038.44
2296,1,58291.50,77414.51,16,932664.06,1010078.57
2297,1,58292.48,77414.51,16,932679.62,1010094.13
2298,1,58302.91,77414.51,16,932846.50,1010261.01
2299,1,58315.89,77414.51,16,933054.19,1010468.69
2300,1,58331.14,77414.51,16,933298.31,1010712.82
2301,1,58331.14,77414.51,16,933298.31,1010712.82
2302,1,58326.93,77414.51,16,933230.81,1010645.32
2303,1,58322.86,77414.51,16,933165.81,1010580.32
2304,1,58309.05,77414.51,16,932944.75,1010359.26
2305,1,58318.66,77414.51,16,933098.62,1010513.13
2306,1,58318.75,77414.51,16,933100.06,1010514.57
2307,1,58317.80,77414.51,16,933084.75,1010499.26
2308,1,58317.80,77414.51,16,933084.75,1010499.26
2309,1,58315.48,77414.51,16,933047.75,1010462.26
2310,1,58304.55,77414.51,16,932872.75,1010287.26
2311,1,58304.55,77414.51,16,932872.75,1010287.26
2312,1,58304.55,77414.51,16,932872.75,1010287.26
2313,1,58304.55,77414.51,16,932872.75,1010287.26
2314,1,58304.55,77414.51,16,932872.75,1010287.26
2315,1,58313.32,77414.51,16,933013.19,1010427.69
2316,1,58317.80,77414.51,16,933084.75,1010499.26
2317,1,58327.41,77414.51,16,933238.50,1010653.01
2318,1,58329.46,77414.51,16,933271.44,1010685.94
2319,1,58325.30,77414.51,16,933204.88,1010619.38
2320,1,58304.79,77414.51,16,932876.56,1010291.07
2321,1,58304.84,77414.51,16,932877.38,1010291.88
2322,0,58303.00,77414.51,16,932848.06,1010262.57
2323,1,58300.00,77414.51,16,932800.06,1010214.57
2324,1,58300.00,77414.51,16,932800.06,1010214.57
2325,1,58300.00,77414.51,16,932800.06,1010214.57
2326,1,58300.00,77414.51,16,932800.06,1010214.57
2327,1,58310.48,77414.51,16,932967.69,1010382.19
2328,1,58308.48,77414.51,16,932935.75,1010350.26
2329,1,58303.55,77414.51,16,932856.75,1010271.26
2330,1,58297.66,77414.51,16,932762.50,1010177.01
2331,1,58290.16,77414.51,16,932642.50,1010057.01
2332,1,58289.66,77414.51,16,932634.62,1010049.13
2333,1,58280.89,77414.51,16,932494.31,1009908.82
2334,1,58259.36,77414.51,16,932149.81,1009564.32
2335,1,58259.36,77414.51,16,932149.81,1009564.32
2336,1,58259.84,77414.51,16,932157.38,1009571.88
2337,1,58259.36,77414.51,16,932149.69,1009564.19
2338,1,58261.00,77414.51,16,932175.94,1009590.44
2339,1,58283.23,77414.51,16,932531.62,1009946.13
2340,1,58289.66,77414.51,16,932634.62,1010049.13
2341,1,58300.00,77414.51,16,932799.94,1010214.44
2342,1,58300.00,77414.51,16,932799.94,1010214.44
2343,1,58300.00,77414.51,16,932799.94,1010214.44
2344,1,58310.00,77414.51,16,932959.94,1010374.44
2345,1,58310.00,77414.51,16,932959.94,1010374.44
2346,1,58319.48,77414.51,16,933111.75,1010526.26
2347,1,58316.93,77414.51,16,933070.81,1010485.32
2348,1,58320.77,77414.51,16,933132.38,1010546.88
2349,1,58324.52,77414.51,16,933192.38,1010606.88
2350,1,58310.00,77414.51,16,932959.94,1010374.44
2351,1,58300.00,77414.51,16,932800.06,1010214.57
2352,1,58300.00,77414.51,16,932800.06,1010214.57
2353,1,58287.44,77414.51,16,932599.06,1010013.57
2354,1,58261.00,77414.51,16,932175.94,1009590.44
2355,1,58238.84,77414.51,16,931821.50,1009236.01
2356,1,58233.27,77414.51,16,931732.38,1009146.88
2357,1,58261.00,77414.51,16,932175.94,1009590.44
2358,1,58254.61,77414.51,16,932073.81,1009488.32
2359,1,58261.00,77414.51,16,932175.94,1009590.44
2360,1,58247.27,77414.51,16,931956.38,1009370.88
2361,-1,58228.29,1940718.33,-16,-931652.56,1009065.76
2362,1,58239.20,77062.52,16,931827.25,1008889.77
2363,1,58215.57,77062.52,16,931449.06,1008511.59
2364,1,58231.52,77062.52,16,931704.38,1008766.90
2365,1,58240.45,77062.52,16,931847.12,1008909.65
2366,1,58253.16,77062.52,16,932050.50,1009113.02
2367,1,58254.72,77062.52,16,932075.50,1009138.02
2368,1,58263.66,77062.52,16,932218.50,1009281.02
2369,1,58267.27,77062.52,16,932276.25,1009338.77
2370,1,58280.09,77062.52,16,932481.50,1009544.02
2371,1,58280.09,77062.52,16,932481.50,1009544.02
2372,1,58289.73,77062.52,16,932635.75,1009698.27
2373,1,58310.88,77062.52,16,932974.00,1010036.52
2374,1,58317.46,77062.52,16,933079.44,1010141.96
2375,1,58329.07,77062.52,16,933265.06,1010327.59
2376,1,58351.45,77062.52,16,933623.25,1010685.77
2377,1,58324.79,77062.52,16,933196.62,1010259.15
2378,1,58336.16,77062.52,16,933378.50,1010441.02
2379,1,58335.80,77062.52,16,933372.75,1010435.27
2380,1,58334.00,77062.52,16,933344.06,1010406.59
2381,1,58334.00,77062.52,16,933344.06,1010406.59
2382,1,58323.77,77062.52,16,933180.38,1010242.90
2383,1,58335.00,77062.52,16,933359.94,1010422.46
2384,1,58352.25,77062.52,16,933636.06,1010698.59
2385,1,58348.32,77062.52,16,933573.19,1010635.71
2386,-1,58358.54,1944534.34,-16,-933736.56,1010797.78
2387,1,58363.61,76897.41,16,933817.81,1010715.22
2388,1,58363.98,76897.41,16,933823.62,1010721.03
2389,1,58364.09,76897.41,16,933825.38,1010722.78
2390,1,58363.77,76897.41,16,933820.38,1010717.78
2391,1,58367.66,76897.41,16,933882.62,1010780.03
2392,1,58366.14,76897.41,16,933858.19,1010755.60
2393,1,58365.20,76897.41,16,933843.12,1010740.53
2394,1,58373.11,76897.41,16,933969.81,1010867.22
2395,-1,58392.30,1945449.85,-16,-934276.88,1011172.98
2396,1,58392.27,76896.04,16,934276.25,1011172.29
2397,1,58394.05,76896.04,16,934304.75,1011200.79
2398,1,58394.04,76896.04,16,934304.56,1011200.60
2399,1,58400.39,76896.04,16,934406.31,1011302.35
2400,1,58392.27,76896.04,16,934276.38,1011172.42
2401,1,58400.05,76896.04,16,934400.88,1011296.92
2402,1,58415.64,76896.04,16,934650.31,1011546.35
2403,1,58420.32,76896.04,16,934725.06,1011621.10
2404,-1,58418.45,1946285.23,-16,-934695.25,1011589.98
2405,1,58380.27,78115.43,16,934084.25,1012199.68
2406,-1,58378.89,1946238.74,-16,-934062.31,1012176.43
2407,1,58368.41,78448.44,16,933894.50,1012342.94
2408,1,58368.41,78448.44,16,933894.50,1012342.94
2409,1,58400.34,78448.44,16,934405.38,1012853.81
2410,1,58415.09,78448.44,16,934641.50,1013089.94
2411,1,58413.09,78448.44,16,934609.50,1013057.94
2412,1,58432.86,78448.44,16,934925.81,1013374.25
2413,1,58447.82,78448.44,16,935165.19,1013613.62
2414,1,58462.46,78448.44,16,935399.44,1013847.87
2415,-1,58468.20,1949429.63,-16,-935491.25,1013938.38
2416,1,58459.46,78725.44,16,935351.44,1014076.88
2417,1,58471.96,78725.44,16,935551.44,1014276.88
2418,1,58476.12,78725.44,16,935618.00,1014343.44
2419,1,58497.55,78725.44,16,935960.75,1014686.19
2420,1,58543.84,78725.44,16,936701.38,1015426.82
2421,1,58477.32,78725.44,16,935637.06,1014362.50
2422,1,58477.32,78725.44,16,935637.06,1014362.50
2423,1,58477.32,78725.44,16,935637.06,1014362.50
2424,1,58477.32,78725.44,16,935637.06,1014362.50
2425,1,58500.00,78725.44,16,935999.94,1014725.38
2426,1,58481.80,78725.44,16,935708.75,1014434.19
2427,1,58481.80,78725.44,16,935708.75,1014434.19
2428,1,58467.52,78725.44,16,935480.25,1014205.69
2429,1,58439.25,78725.44,16,935028.06,1013753.50
2430,1,58431.80,78725.44,16,934908.75,1013634.19
2431,1,58433.00,78725.44,16,934927.94,1013653.38
2432,-1,58455.66,1949305.13,-16,-935290.50,1014014.63
2433,1,58462.61,78500.20,16,935401.81,1013902.01
2434,1,58472.16,78500.20,16,935554.62,1014054.82
2435,-1,58505.98,1950690.14,-16,-936095.62,1014594.51
2436,1,58540.32,77398.45,16,936645.19,1014043.64
2437,1,58522.61,77398.45,16,936361.81,1013760.26
2438,1,58522.61,77398.45,16,936361.81,1013760.26
2439,1,58522.61,77398.45,16,936361.81,1013760.26
2440,1,58522.61,77398.45,16,936361.81,1013760.26
2441,1,58528.75,77398.45,16,936459.94,1013858.39
2442,1,58540.43,77398.45,16,936646.94,1014045.39
2443,1,58543.84,77398.45,16,936701.38,1014099.83
2444,1,58545.86,77398.45,16,936733.69,1014132.14
2445,1,58546.79,77398.45,16,936748.56,1014147.01
2446,1,58588.32,77398.45,16,937413.19,1014811.64
2447,1,58584.95,77398.45,16,937359.12,1014757.58
2448,1,58584.95,77398.45,16,937359.12,1014757.58
2449,1,58584.95,77398.45,16,937359.12,1014757.58
2450,1,58578.80,77398.45,16,937260.88,1014659.33
2451,-1,58576.52,1951845.89,-16,-937224.38,1014621.51
2452,1,58569.00,77636.45,16,937104.06,1014740.51
2453,1,58576.61,77636.45,16,937225.81,1014862.26
2454,1,58576.61,77636.45,16,937225.81,1014862.26
2455,1,58561.75,77636.45,16,936988.06,1014624.51
2456,1,58557.57,77636.45,16,936921.19,1014557.64
2457,1,58533.86,77636.45,16,936541.69,1014178.14
2458,1,58501.52,77636.45,16,936024.25,1013660.70
2459,1,58501.52,77636.45,16,936024.38,1013660.83
2460,1,58501.52,77636.45,16,936024.38,1013660.83
2461,1,58500.00,77636.45,16,936000.06,1013636.51
2462,1,58501.52,77636.45,16,936024.38,1013660.83
2463,1,58501.52,77636.45,16,936024.38,1013660.83
2464,-1,58501.52,1949683.89,-16,-936024.38,1013659.52
2465,0,58502.61,1949683.89,-16,-936041.81,1013642.08
2466,0,58502.61,1949683.89,-16,-936041.81,1013642.08
2467,0,58502.62,1949683.89,-16,-936042.00,1013641.89
2468,0,58478.66,1949683.89,-16,-935658.50,1014025.39
2469,0,58497.27,1949683.89,-16,-935956.25,1013727.64
2470,0,58504.52,1949683.89,-16,-936072.25,1013611.64
2471,0,58527.03,1949683.89,-16,-936432.50,1013251.39
2472,0,58509.67,1949683.89,-16,-936154.75,1013529.14
2473,0,58509.48,1949683.89,-16,-936151.62,1013532.27
2474,0,58463.43,1949683.89,-16,-935414.88,1014269.02
2475,0,58463.62,1949683.89,-16,-935418.00,1014265.89
2476,0,58457.68,1949683.89,-16,-935322.94,1014360.95
2477,0,58459.72,1949683.89,-16,-935355.50,1014328.39
2478,0,58455.23,1949683.89,-16,-935283.69,1014400.20
2479,0,58455.43,1949683.89,-16,-935286.94,1014396.95
2480,0,58457.82,1949683.89,-16,-935325.19,1014358.70
2481,0,58463.20,1949683.89,-16,-935411.25,1014272.64
2482,0,58463.20,1949683.89,-16,-935411.25,1014272.64
2483,0,58463.00,1949683.89,-16,-935408.06,1014275.83
2484,0,58463.00,1949683.89,-16,-935408.06,1014275.83
2485,0,58463.00,1949683.89,-16,-935408.06,1014275.83
2486,0,58450.00,1949683.89,-16,-935200.06,1014483.83
2487,0,58434.57,1949683.89,-16,-934953.19,1014730.70
2488,0,58433.59,1949683.89,-16,-934937.50,1014746.39
2489,0,58433.61,1949683.89,-16,-934937.69,1014746.20
2490,0,58424.32,1949683.89,-16,-934789.19,1014894.70
2491,0,58420.02,1949683.89,-16,-934720.38,1014963.52
2492,0,58420.02,1949683.89,-16,-934720.38,1014963.52
2493,0,58422.64,1949683.89,-16,-934762.19,1014921.70
2494,0,58420.00,1949683.89,-16,-934720.06,1014963.83
2495,0,58421.31,1949683.89,-16,-934740.94,1014942.95
2496,0,58422.30,1949683.89,-16,-934756.88,1014927.02
2497,0,58420.00,1949683.89,-16,-934720.06,1014963.83
2498,0,58420.00,1949683.89,-16,-934720.06,1014963.83
2499,0,58420.00,1949683.89,-16,-934720.06,1014963.83
2500,0,58419.02,1949683.89,-16,-934704.38,1014979.52
2501,0,58416.59,1949683.89,-16,-934665.50,1015018.39
2502,0,58407.59,1949683.89,-16,-934521.50,1015162.39
2503,0,58400.00,1949683.89,-16,-934400.06,1015283.83
2504,0,58400.59,1949683.89,-16,-934409.50,1015274.39
2505,0,58411.45,1949683.89,-16,-934583.19,1015100.70
2506,0,58401.23,1949683.89,-16,-934419.69,1015264.20
2507,0,58411.11,1949683.89,-16,-934577.81,1015106.08
2508,0,58418.04,1949683.89,-16,-934688.56,1014995.33
2509,0,58420.00,1949683.89,-16,-934720.06,1014963.83
2510,0,58420.00,1949683.89,-16,-934719.94,1014963.95
2511,0,58463.66,1949683.89,-16,-935418.50,1014265.39
